"PA","ID","bp"
1,194,0.330909090909091
1,195,0.800454545454545
1,196,0.691904761904762
1,197,0.314583333333333
1,198,0.712272727272727
1,199,0.547727272727273
1,200,0.721818181818182
1,201,0.733809523809524
1,202,0.569090909090909
1,203,0.789090909090909
1,204,0.675909090909091
1,205,0.963636363636364
1,206,0.864545454545455
1,207,0.657826086956522
1,208,0.644761904761905
1,209,0.775909090909091
1,210,0.427916666666667
1,211,0.701363636363636
1,212,0.595
1,213,0.538260869565217
1,214,0.64375
1,215,0.688181818181818
1,216,0.71
1,217,0.754090909090909
1,218,0.601363636363636
1,219,0.475416666666667
1,220,0.605238095238095
1,221,0.954545454545455
1,222,0.676666666666667
1,223,0.534090909090909
1,224,0.793636363636364
1,225,0.794782608695652
1,226,0.629047619047619
1,227,0.827391304347826
1,228,0.375909090909091
1,229,0.862272727272727
1,230,0.715909090909091
1,231,0.710454545454545
1,232,0.573181818181818
1,233,0.48875
1,234,0.648333333333333
1,235,0.373913043478261
1,236,0.872272727272727
1,237,0.7675
1,238,0.60875
1,239,0.526818181818182
1,240,0.644090909090909
1,241,0.739565217391304
1,242,0.778181818181818
1,243,0.83695652173913
1,244,0.686190476190476
1,245,0.662857142857143
1,246,0.664545454545455
1,247,0.667727272727273
1,248,0.443181818181818
1,249,0.853636363636364
1,250,0.75695652173913
1,251,0.78695652173913
1,252,0.631363636363636
1,253,0.640454545454545
1,254,0.474166666666667
1,255,0.811818181818182
1,256,0.350869565217391
1,257,0.610909090909091
1,258,0.607142857142857
1,259,0.597391304347826
1,260,0.660476190476191
1,261,0.766666666666667
1,262,0.576086956521739
1,263,0.56
1,264,0.818695652173913
1,265,0.823181818181818
1,266,0.744285714285714
1,267,0.700869565217391
1,268,0.917727272727273
1,269,0.650952380952381
1,270,0.765454545454545
1,271,0.642727272727273
1,272,0.631363636363636
1,273,0.657142857142857
1,274,0.737727272727273
1,275,0.4175
1,276,0.667727272727273
1,277,0.668333333333333
1,278,0.842272727272727
1,279,0.413333333333333
1,280,0.361363636363636
1,281,0.795238095238095
1,282,0.620833333333333
1,283,0.529090909090909
1,284,0.76304347826087
1,285,0.480454545454545
1,286,0.697272727272727
1,287,0.58695652173913
1,288,0.831363636363636
1,289,0.785
1,290,0.833636363636364
1,291,0.288260869565217
1,292,0.798695652173913
1,293,0.463636363636364
1,294,0.652727272727273
1,295,0.448636363636364
1,296,0.540454545454545
1,297,0.684285714285714
1,298,0.691363636363636
1,299,0.619047619047619
1,300,0.652727272727273
1,301,0.563636363636364
1,302,0.721428571428571
1,303,0.585909090909091
1,304,0.75875
1,305,0.904545454545455
1,306,0.661818181818182
1,307,0.756666666666667
1,308,0.425
1,309,0.488181818181818
1,310,0.651428571428571
1,311,0.77
1,312,0.504583333333333
1,313,0.805238095238095
1,314,0.519545454545455
1,315,0.469523809523809
1,316,0.680454545454545
1,317,0.617142857142857
1,318,0.567391304347826
1,319,0.662727272727273
1,320,0.412727272727273
1,321,0.813636363636364
1,322,0.705714285714286
1,323,0.314090909090909
1,324,0.720909090909091
1,325,0.817826086956522
1,326,0.611904761904762
1,327,0.54375
1,328,0.811818181818182
1,329,0.785
1,330,0.650416666666667
1,331,0.736818181818182
1,332,0.55695652173913
1,333,0.371818181818182
1,334,0.595
1,335,0.689047619047619
1,336,0.61695652173913
1,337,0.494090909090909
1,338,0.57
1,339,0.738095238095238
1,340,0.679545454545455
1,341,0.598181818181818
1,342,0.574347826086956
1,343,0.563333333333333
1,344,0.622272727272727
1,345,0.64
1,346,0.732727272727273
1,347,0.694090909090909
1,348,0.623636363636364
1,349,0.515
1,350,0.429047619047619
1,351,0.84125
1,352,0.499090909090909
1,353,0.465714285714286
1,354,0.676521739130435
1,355,0.642857142857143
1,356,0.654545454545455
1,357,0.868095238095238
1,358,0.747727272727273
1,359,0.31
1,360,0.605652173913044
1,361,0.828181818181818
1,362,0.5475
1,363,0.467142857142857
1,364,0.393181818181818
1,365,0.634090909090909
1,366,0.749583333333333
1,367,0.599545454545455
1,368,0.428095238095238
1,369,0.742272727272727
1,370,0.728636363636364
1,371,0.568636363636364
1,372,0.796363636363636
1,373,0.683809523809524
1,374,0.211739130434783
1,375,0.255217391304348
1,376,0.499130434782609
1,377,0.437826086956522
1,378,0.729166666666667
1,379,0.604545454545455
1,380,0.631904761904762
1,381,0.726363636363636
1,382,0.624545454545455
1,383,0.659545454545455
1,384,0.670454545454545
1,385,0.674090909090909
1,386,0.839583333333333
1,387,0.62125
1,388,0.655454545454545
1,389,0.60625
1,390,0.836521739130435
1,391,0.695714285714286
1,392,0.594347826086956
1,393,0.663181818181818
1,394,0.857727272727273
1,395,0.868636363636364
1,396,0.395
1,397,0.606521739130435
1,398,0.696521739130435
1,399,0.745833333333333
1,400,0.723636363636364
1,401,0.582857142857143
1,402,0.68125
1,403,0.717619047619048
1,404,0.808181818181818
1,405,0.734761904761905
1,406,0.753181818181818
1,407,0.535909090909091
1,408,0.348095238095238
1,409,0.776818181818182
1,410,0.658181818181818
1,411,0.806818181818182
1,412,0.767142857142857
1,413,0.451818181818182
1,414,0.66304347826087
1,415,0.9175
1,416,0.611666666666667
1,417,0.272916666666667
1,418,0.792916666666667
1,419,0.589090909090909
1,420,0.499545454545455
1,421,0.598695652173913
1,422,0.631904761904762
1,423,0.723181818181818
1,424,0.711363636363636
1,425,0.722857142857143
1,426,0.976818181818182
1,427,0.662608695652174
1,428,0.581818181818182
1,429,0.67
1,430,0.561666666666667
1,431,0.919545454545455
1,432,0.650454545454545
1,433,0.852727272727273
1,434,0.535416666666667
1,435,0.224166666666667
1,436,0.808181818181818
1,437,0.598636363636364
1,438,0.656190476190476
1,439,0.338333333333333
1,440,0.874761904761905
1,441,0.692272727272727
1,442,0.730833333333333
1,443,0.736666666666667
1,444,0.792272727272727
1,445,0.797727272727273
1,446,0.660454545454545
1,447,0.666521739130435
1,448,0.526818181818182
1,449,0.640416666666667
1,450,0.625652173913044
1,451,0.194761904761905
1,452,0.635909090909091
1,453,0.715909090909091
1,454,0.772272727272727
1,455,0.768695652173913
1,456,0.5625
1,457,0.409523809523809
1,458,0.659545454545455
1,459,0.75125
1,460,0.603809523809524
1,461,0.758095238095238
1,462,0.590952380952381
1,463,0.713636363636364
1,464,0.729090909090909
1,465,0.462272727272727
1,466,0.538181818181818
1,467,0.734166666666667
1,468,0.710454545454545
1,469,0.794761904761905
1,470,0.452727272727273
1,471,0.781428571428571
1,472,0.826086956521739
1,473,0.760869565217391
1,474,0.126818181818182
1,475,0.634090909090909
1,476,0.817142857142857
1,477,0.734545454545455
1,478,0.669565217391304
1,479,0.658181818181818
1,480,0.708333333333333
1,481,0.645
1,482,0.779130434782609
1,483,0.695454545454545
1,484,0.790434782608696
1,485,0.8
1,486,0.683636363636364
1,487,0.918636363636364
1,488,0.575833333333333
1,489,0.582857142857143
1,490,0.569583333333333
1,491,0.55875
1,492,0.584545454545455
1,493,0.397142857142857
1,494,0.672608695652174
1,495,0.754090909090909
1,496,0.676521739130435
1,497,0.594761904761905
1,498,0.75625
1,499,0.416818181818182
1,500,0.53
1,501,0.603636363636364
1,502,0.766086956521739
1,503,0.670909090909091
1,504,0.395
1,505,0.716818181818182
1,506,0.819565217391304
1,507,0.417727272727273
1,508,0.538181818181818
1,509,0.651904761904762
1,510,0.753636363636364
1,511,0.656818181818182
1,512,0.836363636363636
1,513,0.636818181818182
1,514,0.866818181818182
1,515,0.716818181818182
1,516,0.726190476190476
1,517,0.936521739130435
1,518,0.870833333333333
1,519,0.514090909090909
1,520,0.662727272727273
1,521,0.830416666666667
1,522,0.77
1,523,0.924090909090909
1,524,0.5
1,525,0.749047619047619
1,526,0.872727272727273
1,527,0.633181818181818
1,528,0.478333333333333
1,529,0.626666666666667
1,530,0.629565217391304
1,531,0.85
1,532,0.76
1,533,0.789090909090909
1,534,0.4775
1,535,0.553636363636364
1,536,0.583181818181818
1,537,0.763333333333333
1,538,0.613333333333333
1,539,0.457391304347826
1,540,0.929523809523809
1,541,0.817727272727273
1,542,0.694285714285714
1,543,0.58625
1,544,0.718636363636364
1,545,0.811304347826087
1,546,0.508636363636364
1,547,0.565
1,548,0.667083333333333
1,549,0.676363636363636
1,550,0.801666666666667
1,551,0.642083333333333
1,552,0.6
1,553,0.639565217391304
1,554,0.593181818181818
1,555,0.522380952380952
1,556,0.802608695652174
1,557,0.655416666666667
1,558,0.772272727272727
1,559,0.506363636363636
1,560,0.68
1,561,0.466666666666667
1,562,0.665833333333333
1,563,0.983333333333333
1,564,0.669565217391304
1,565,0.730909090909091
1,566,0.627727272727273
1,567,0.461428571428571
1,568,0.45
1,569,0.708333333333333
1,570,0.719047619047619
1,571,0.854090909090909
1,572,0.713913043478261
1,573,0.603913043478261
1,574,0.299090909090909
1,575,0.980454545454545
1,576,0.59875
1,577,0.655
1,578,0.756818181818182
1,579,0.487826086956522
1,580,0.343333333333333
1,581,0.519047619047619
1,582,0.582173913043478
1,583,0.484285714285714
1,584,0.79375
1,585,0.537916666666667
1,586,0.692608695652174
1,587,0.571
1,588,0.670434782608696
1,589,0.512272727272727
1,590,0.585
1,591,0.640909090909091
1,592,0.494347826086956
1,593,0.712083333333333
1,594,0.64375
1,595,0.766818181818182
1,596,0.716818181818182
1,597,0.73625
1,598,0.605238095238095
1,599,0.745909090909091
1,600,0.8375
1,601,0.648260869565217
1,602,0.698095238095238
1,603,0.662916666666667
1,604,0.720416666666667
1,605,0.652727272727273
1,606,0.4975
1,607,0.797142857142857
1,608,0.541739130434783
1,609,0.783333333333333
1,610,0.856818181818182
1,611,0.602727272727273
1,612,0.806666666666667
1,613,0.492272727272727
1,614,0.731363636363636
1,615,0.66
1,616,0.70304347826087
1,617,0.82695652173913
1,618,0.772173913043478
1,619,0.604583333333333
1,620,0.542857142857143
1,621,0.702727272727273
1,622,0.916818181818182
1,623,0.524782608695652
1,624,0.674166666666667
1,625,0.449090909090909
1,626,0.610454545454545
1,627,0.824545454545455
1,628,0.911428571428571
1,629,0.547272727272727
1,630,0.683913043478261
1,631,0.803333333333333
1,632,0.601818181818182
1,633,0.614545454545455
1,634,0.782083333333333
1,635,0.605238095238095
1,636,0.68
1,637,0.799047619047619
1,638,0.827083333333333
1,639,0.670454545454545
1,640,0.707916666666667
1,641,0.845833333333333
1,642,0.970909090909091
1,643,0.711363636363636
1,644,0.487142857142857
1,645,0.746666666666667
1,646,0.5775
1,647,0.573333333333333
1,648,0.650952380952381
1,649,0.514545454545455
1,650,0.420416666666667
1,651,0.761818181818182
1,652,0.587391304347826
1,653,0.912272727272727
1,654,0.880416666666667
1,655,0.768181818181818
1,656,0.870909090909091
1,657,0.625652173913044
1,658,0.621818181818182
1,659,0.789565217391304
1,660,0.76
1,661,0.81
1,662,0.861363636363636
1,663,0.669565217391304
1,664,0.458636363636364
1,665,0.743181818181818
1,666,0.558181818181818
1,667,0.740909090909091
1,668,0.855
1,669,0.636521739130435
1,670,0.777272727272727
1,671,0.502272727272727
1,672,0.764583333333333
1,673,0.473478260869565
1,674,0.525
1,675,0.785714285714286
1,676,0.883636363636364
1,677,0.442083333333333
1,678,0.7715
1,679,0.732272727272727
1,680,0.787619047619048
1,681,0.764583333333333
1,682,0.641818181818182
1,683,0.771428571428571
1,684,0.651818181818182
1,685,0.458636363636364
1,686,0.78
1,687,0.751428571428571
1,688,0.7275
1,689,0.729583333333333
1,690,0.809090909090909
1,691,0.712727272727273
1,692,0.480416666666667
1,693,0.43
1,694,0.862727272727273
1,695,0.656086956521739
1,696,0.724782608695652
1,697,0.380952380952381
1,698,0.825909090909091
1,699,0.421818181818182
1,700,0.593478260869565
1,701,0.422727272727273
1,702,0.497272727272727
1,703,0.634545454545455
1,704,0.547619047619048
1,705,0.566666666666667
1,706,0.830909090909091
1,707,0.664545454545455
1,708,0.835454545454545
1,709,0.567083333333333
1,710,0.595909090909091
1,711,0.571818181818182
1,712,0.857272727272727
1,713,0.763333333333333
1,714,0.735
1,715,0.740952380952381
1,716,0.381818181818182
1,717,0.789090909090909
1,718,0.930416666666667
1,719,0.469130434782609
1,720,0.641363636363636
1,721,0.712083333333333
1,722,0.614545454545455
1,723,0.523333333333333
1,724,0.69304347826087
1,725,0.812083333333333
1,726,0.691739130434783
1,727,0.706086956521739
1,728,0.614545454545455
1,729,0.486086956521739
1,730,0.494347826086956
1,731,0.550833333333333
1,732,0.709130434782609
1,733,0.547727272727273
1,734,0.515
1,735,0.791363636363636
1,736,0.675
1,737,0.49
1,738,0.620416666666667
1,739,0.570909090909091
1,740,0.805833333333333
1,741,0.729166666666667
1,742,0.751428571428571
1,743,0.69
1,744,0.869583333333333
1,745,0.436666666666667
1,746,0.638181818181818
1,747,0.731428571428571
1,748,0.757272727272727
1,749,0.782272727272727
1,750,0.717619047619048
1,751,0.64625
1,752,0.680454545454545
1,753,0.650476190476191
1,754,0.781304347826087
1,755,0.717619047619048
1,756,0.698636363636364
1,757,0.877619047619048
1,758,0.692380952380952
1,759,0.457391304347826
1,760,0.896521739130435
1,761,0.483913043478261
1,762,0.587391304347826
1,763,0.462272727272727
1,764,0.712272727272727
1,765,0.69695652173913
1,766,0.638695652173913
1,767,0.644583333333333
1,768,0.485454545454545
1,769,0.589583333333333
1,770,0.768636363636364
1,771,0.885
1,772,0.831818181818182
1,773,0.394782608695652
1,774,0.549545454545455
1,775,0.679545454545455
1,776,0.528636363636364
1,777,0.757272727272727
1,778,0.910869565217391
1,779,0.209090909090909
1,780,0.0877272727272727
1,781,0.575
1,782,0.726363636363636
1,783,0.768181818181818
1,784,0.755454545454545
1,785,0.475909090909091
1,786,0.607272727272727
1,787,0.59
1,788,0.591304347826087
1,789,0.597142857142857
1,790,0.790909090909091
1,791,0.560909090909091
1,792,0.422727272727273
1,793,0.662727272727273
1,794,0.616521739130435
1,795,0.51875
1,796,0.745
1,797,0.862916666666667
1,798,0.379583333333333
1,799,0.808181818181818
1,800,0.745714285714286
1,801,0.150434782608696
1,802,0.407727272727273
1,803,0.584090909090909
1,804,0.511363636363636
1,805,0.705454545454545
1,806,0.857272727272727
1,807,0.38
1,808,0.745909090909091
1,809,0.582727272727273
1,810,0.62
1,811,0.652380952380952
1,812,0.863913043478261
1,813,0.623181818181818
1,814,0.70625
1,815,0.443181818181818
1,816,0.785
1,817,0.587272727272727
1,818,0.772608695652174
1,819,0.633181818181818
1,820,0.782916666666667
1,821,0.875652173913043
1,822,0.781818181818182
1,823,0.527272727272727
1,824,0.462173913043478
1,825,0.761818181818182
1,826,0.458181818181818
1,827,0.697142857142857
1,828,0.609545454545455
1,829,0.81695652173913
1,830,0.501304347826087
1,831,0.460869565217391
1,832,0.769130434782609
1,833,0.822272727272727
1,834,0.520869565217391
1,835,0.78
1,836,0.604347826086956
1,837,0.59695652173913
1,838,0.68
1,839,0.644761904761905
1,840,0.594545454545455
1,841,0.522083333333333
1,842,0.58304347826087
1,843,0.849523809523809
1,844,0.680416666666667
1,845,0.780952380952381
1,846,0.545454545454545
1,847,0.704285714285714
1,848,0.554285714285714
1,849,0.589565217391304
1,850,0.851363636363636
1,851,0.615454545454545
1,852,0.714285714285714
1,853,0.78
1,854,0.848695652173913
1,855,0.723636363636364
1,856,0.721818181818182
1,857,0.741363636363636
1,858,0.690869565217391
1,859,0.764285714285714
1,860,0.445238095238095
1,861,0.475652173913044
1,862,0.566190476190476
1,863,0.683478260869565
1,864,0.800952380952381
1,865,0.72
1,866,0.648636363636364
1,867,0.582608695652174
1,868,0.427727272727273
1,869,0.710476190476191
1,870,0.66
1,871,0.6285
1,872,0.398333333333333
1,873,0.871304347826087
1,874,0.562857142857143
1,875,0.864090909090909
1,876,0.690909090909091
1,877,0.591818181818182
1,878,0.779090909090909
1,879,0.608095238095238
1,880,0.587142857142857
1,881,0.374583333333333
1,882,0.772727272727273
1,883,0.771904761904762
1,884,0.709523809523809
1,885,0.564090909090909
1,886,0.587826086956522
1,887,0.571818181818182
1,888,0.318333333333333
1,889,0.181363636363636
1,890,0.856363636363636
1,891,0.510909090909091
1,892,0.303913043478261
1,893,0.85
1,894,0.668695652173913
1,895,0.758095238095238
1,896,0.555
1,897,0.823181818181818
1,898,0.742727272727273
1,899,0.502857142857143
1,900,0.680454545454545
1,901,0.525
1,902,0.664090909090909
1,903,0.86304347826087
1,904,0.590454545454545
1,905,0.59875
1,906,0.689166666666667
1,907,0.485454545454545
1,908,0.814166666666667
1,909,0.919130434782609
1,910,0.677727272727273
1,911,0.674782608695652
1,912,0.660909090909091
1,913,0.798636363636364
1,914,0.645833333333333
1,915,0.737142857142857
1,916,0.567272727272727
1,917,0.800909090909091
1,918,0.657916666666667
1,919,0.617727272727273
1,920,0.654545454545455
1,921,0.694782608695652
1,922,0.361304347826087
1,923,0.705
1,924,0.793181818181818
1,925,0.634782608695652
1,926,0.573636363636364
1,927,0.787272727272727
1,928,0.794090909090909
1,929,0.650952380952381
1,930,0.573636363636364
1,931,0.83695652173913
1,932,0.626363636363636
1,933,0.636363636363636
1,934,0.678695652173913
1,935,0.639545454545455
1,936,0.637272727272727
1,937,0.595454545454545
1,938,0.62
1,939,0.592173913043478
1,940,0.601818181818182
1,941,0.5075
1,942,0.773636363636364
1,943,0.689090909090909
1,944,0.753333333333333
1,945,0.592727272727273
1,946,0.638636363636364
1,947,0.579545454545455
1,948,0.740869565217391
1,949,0.484545454545455
1,950,0.7025
1,951,0.539090909090909
1,952,0.473809523809524
1,953,0.650909090909091
1,954,0.58
1,955,0.218571428571429
1,956,0.800454545454545
1,957,0.683636363636364
1,958,0.813181818181818
1,959,0.761428571428571
1,960,0.709565217391304
1,961,0.612380952380952
1,962,0.822272727272727
1,963,0.540909090909091
1,964,0.411818181818182
1,965,0.574545454545455
1,966,0.688181818181818
1,967,0.743333333333333
1,968,0.731363636363636
1,969,0.503181818181818
1,970,0.649565217391304
1,971,0.820416666666667
1,972,0.769047619047619
1,973,0.742916666666667
1,974,0.76
1,975,0.355909090909091
1,976,0.751739130434783
1,977,0.484090909090909
1,978,0.902173913043478
1,979,0.73695652173913
1,980,0.385
1,981,0.904285714285714
1,982,0.685833333333333
1,983,0.64
1,984,0.532916666666667
1,985,0.762916666666667
1,986,0.740416666666667
1,987,0.498181818181818
1,988,0.7625
1,989,0.683333333333333
1,990,0.618636363636364
1,991,0.67304347826087
1,992,0.53
1,993,0.719523809523809
1,994,0.689166666666667
1,995,0.387272727272727
1,996,0.646521739130435
1,997,0.699545454545455
1,998,0.919583333333333
1,999,0.706521739130435
1,1000,0.751363636363636
1,1001,0.629583333333333
1,1002,0.701363636363636
1,1003,0.787727272727273
1,1004,0.754090909090909
1,1005,0.552272727272727
1,1006,0.924545454545455
1,1007,0.639545454545455
1,1008,0.697391304347826
1,1009,0.879545454545455
1,1010,0.763636363636364
1,1011,0.780909090909091
1,1012,0.724761904761905
1,1013,0.665454545454545
1,1014,0.686086956521739
1,1015,0.594285714285714
1,1016,0.45
1,1017,0.822272727272727
1,1018,0.242272727272727
1,1019,0.650909090909091
1,1020,0.406666666666667
1,1021,0.562272727272727
1,1022,0.598181818181818
1,1023,0.567083333333333
1,1024,0.355454545454545
1,1025,0.55304347826087
1,1026,0.68
1,1027,0.71875
1,1028,0.772380952380952
1,1029,0.521666666666667
1,1030,0.500909090909091
1,1031,0.770454545454545
1,1032,0.691818181818182
1,1033,0.803478260869565
1,1034,0.488695652173913
1,1035,0.629545454545455
1,1036,0.477727272727273
1,1037,0.755454545454545
1,1038,0.678260869565217
1,1039,0.761363636363636
1,1040,0.780416666666667
1,1041,0.713809523809524
1,1042,0.703809523809524
1,1043,0.743636363636364
1,1044,0.599545454545455
1,1045,0.639090909090909
1,1046,0.560869565217391
1,1047,0.680454545454545
1,1048,0.765
1,1049,0.59875
1,1050,0.540909090909091
1,1051,0.469583333333333
1,1052,0.730454545454545
1,1053,0.490869565217391
1,1054,0.294583333333333
1,1055,0.671363636363636
1,1056,0.832272727272727
1,1057,0.585454545454545
1,1058,0.729583333333333
1,1059,0.531363636363636
1,1060,0.744545454545455
1,1061,0.554285714285714
1,1062,0.731304347826087
1,1063,0.778636363636364
1,1064,0.501363636363636
1,1065,0.663181818181818
1,1066,0.698695652173913
1,1067,0.771739130434783
1,1068,0.656086956521739
1,1069,0.697916666666667
1,1070,0.52375
1,1071,0.814347826086957
1,1072,0.600909090909091
1,1073,0.578571428571429
1,1074,0.538333333333333
1,1075,0.690434782608696
1,1076,0.501666666666667
1,1077,0.519545454545455
1,1078,0.614285714285714
1,1079,0.975909090909091
1,1080,0.674545454545455
1,1081,0.548181818181818
1,1082,0.700909090909091
1,1083,0.693181818181818
1,1084,0.528181818181818
1,1085,0.605
1,1086,0.793636363636364
1,1087,0.647727272727273
1,1088,0.625909090909091
1,1089,0.747727272727273
1,1090,0.703181818181818
1,1091,0.637272727272727
1,1092,0.50375
1,1093,0.798333333333333
1,1094,0.762727272727273
1,1095,0.756190476190476
1,1096,0.520833333333333
1,1097,0.787727272727273
1,1098,0.320833333333333
1,1099,0.354761904761905
1,1100,0.555454545454545
1,1101,0.669583333333333
1,1102,0.835217391304348
1,1103,0.556363636363636
1,1104,0.623181818181818
1,1105,0.605454545454545
1,1106,0.511363636363636
1,1107,0.466818181818182
1,1108,0.454545454545455
1,1109,0.490833333333333
1,1110,0.774347826086957
1,1111,0.672083333333333
1,1112,0.534545454545455
1,1113,0.675454545454545
1,1114,0.539090909090909
1,1115,0.827272727272727
1,1116,0.51375
1,1117,0.501428571428571
1,1118,0.611304347826087
1,1119,0.837727272727273
1,1120,0.639166666666667
1,1121,0.854583333333333
1,1122,0.682083333333333
1,1123,0.632916666666667
1,1124,0.610454545454545
1,1125,0.140416666666667
1,1126,0.46
1,1127,0.657272727272727
1,1128,0.800833333333333
1,1129,0.759545454545455
1,1130,0.627826086956522
1,1131,0.57125
1,1132,0.709523809523809
1,1133,0.743636363636364
1,1134,0.645416666666667
1,1135,0.695454545454545
1,1136,0.689565217391304
1,1137,0.564545454545455
1,1138,0.681363636363636
1,1139,0.651818181818182
1,1140,0.989047619047619
1,1141,0.575217391304348
1,1142,0.491739130434783
1,1143,0.486363636363636
1,1144,0.819545454545455
1,1145,0.58
1,1146,0.600909090909091
1,1147,0.870952380952381
1,1148,0.379047619047619
1,1149,0.577391304347826
1,1150,0.670869565217391
1,1151,0.725
1,1152,0.502727272727273
1,1153,0.748260869565217
1,1154,0.664583333333333
1,1155,0.67695652173913
1,1156,0.753181818181818
1,1157,0.617727272727273
1,1158,0.508181818181818
1,1159,0.771739130434783
1,1160,0.591904761904762
1,1161,0.66304347826087
1,1162,0.610869565217391
1,1163,0.605909090909091
1,1164,0.788260869565217
1,1165,0.876521739130435
1,1166,0.656666666666667
1,1167,0.738181818181818
1,1168,0.911818181818182
1,1169,0.677727272727273
1,1170,0.805416666666667
1,1171,0.636086956521739
1,1172,0.909583333333333
1,1173,0.721304347826087
1,1174,0.708695652173913
1,1175,0.537727272727273
1,1176,0.54304347826087
1,1177,0.705
1,1178,0.814090909090909
1,1179,0.421363636363636
1,1180,0.717727272727273
1,1181,0.682727272727273
1,1182,0.609545454545455
1,1183,0.553636363636364
1,1184,0.705652173913043
1,1185,0.651739130434783
1,1186,0.444583333333333
1,1187,0.559545454545455
1,1188,0.78
1,1189,0.705833333333333
1,1190,0.684285714285714
